url,town_vilage,voivodeship,rooms,price,m2,plot_m2
https://www.otodom.pl/oferta/polowa-blizniaka-spalona-117-m2-dzialka-5-arow-ID46AfV.html#3b133f1b8f,Spalona,dolnośląskie,4,550000,155.8,500
https://www.otodom.pl/oferta/zapraszamy-na-wirtualny-spacer-link-w-opisie-ID3YNME.html#3b133f1b8f,Legnica,dolnośląskie,5,499000,136,230
https://www.otodom.pl/oferta/zapraszamy-rowniez-na-wirtualny-spacer-ID45xNz.html#3b133f1b8f,Legnica,dolnośląskie,5,529000,143,230
https://www.otodom.pl/oferta/komfortowy-i-oszczedny-nowy-dom-extra-dla-rodziny-ID45M59.html#3b133f1b8f,Legnica,dolnośląskie,8,885000,340,1250
https://www.otodom.pl/oferta/piekny-dom-od-dewelopera-w-otoczeniu-zieleni-ID46Jfw.html#3b133f1b8f,Siechnice,dolnośląskie,5,550000,115,100
https://www.otodom.pl/oferta/piekny-dom-od-dewelopera-w-otoczeniu-zieleni-ID46Jfu.html#3b133f1b8f,Siechnice,dolnośląskie,4,450000,85,100
https://www.otodom.pl/oferta/dom-w-zabudowie-blizniaczej-wilkasy-3-5tys-m2-ID461OD.html#3b133f1b8f,Wilkasy,warmińskomazurskie,4,460000,131.27,500
https://www.otodom.pl/oferta/segment-z-garazem-doskonala-lokalizacja-ID44F94.html#3b133f1b8f,Ząbki,mazowieckie,6,699000,146.44,124
https://www.otodom.pl/oferta/dom-blizniak-adamowizna-grodzisk-mazowiecki-ID46r9H.html#3b133f1b8f,Grodzisk Mazowiecki,mazowieckie,4,590000,143,765
https://www.otodom.pl/oferta/dom-jednorodzinny-w-cenie-mieszkania-katowice-ID46pM3.html#3b133f1b8f,Katowice,śląskie,4,529000,138,203
https://www.otodom.pl/oferta/nowoczesny-dom-na-osiedlu-w-pyrach-ID46Jez.html#3b133f1b8f,Warszawa,mazowieckie,4,1389500,155.67,361
https://www.otodom.pl/oferta/nowy-dom-janczewo-106m2-stan-deweloperski-ID46Jbk.html#3b133f1b8f,Janczewo,lubuskie,4,430000,106,1154
https://www.otodom.pl/oferta/malowniczy-dom-z-dzialka-ID46JdW.html#3b133f1b8f,Bełchatów,łódzkie,2,390000,60,1200
https://www.otodom.pl/oferta/domy-na-kluka-blizniaki-na-os-bagnowka-wygoda-ID45PYF.html#3b133f1b8f,Białystok,podlaskie,5,450000,161.18,500
https://www.otodom.pl/oferta/blizniak-ID46usP.html#1d60a39687,Tarnowo Podgórne,wielkopolskie,4,585000,127,600
https://www.otodom.pl/oferta/ksawerow-ul-taneczna-3-ID45mVB.html#1d60a39687,Ksawerów,łódzkie,4,550000,110,445
https://www.otodom.pl/oferta/nowy-ekologiczny-dom-garaz-dwust-taras-42m2-ID45ql0.html#1d60a39687,Zielona Góra,lubuskie,5,795000,254,1070
